"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Injuries","208.9","208.88150","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Multiple sclerosis","1.1","1.12503","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Self-harm","5.3","5.28114","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Diphtheria","0.0","0.00056","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Other infectious diseases","1.3","1.27448","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Musculoskeletal diseases","21.9","21.86362","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","HIV/AIDS","5.5","5.50598","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Schizophrenia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Respiratory infections","0.8","0.79090","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Otitis media","0.1","0.05640","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Asthma","4.5","4.50377","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Parkinson's disease","1.9","1.92846","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Other STDs","0.1","0.08238","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Other musculoskeletal disorders","0.3","0.28949","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Other malignant neoplasms","24.8","24.82127","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Stomach cancer","0.2","0.19037","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Neonatal conditions","0.0","0.00200","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Eating disorders","0.3","0.29051","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Stroke","895.7","895.66022","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Rabies","0.1","0.08240","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Liver cancer","39.5","39.47107","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Lymphomas, multiple myeloma","1.9","1.89673","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Gout","0.0","0.00716","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Childhood-cluster diseases","0.1","0.05007","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Childhood-cluster diseases","0.0","0.02126","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Dental caries","0.0","0.00460","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Migraine","0.0","0.00348","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Whooping cough","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Acute hepatitis C","0.3","0.32702","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Other hearing loss","0.0","0.00068","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Collective violence and legal intervention","0.1","0.05511","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Acute hepatitis C","1.0","1.00037","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Chagas disease","0.0","0.02256","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Periodontal disease","0.0","0.00209","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Ovary cancer","40.2","40.23141","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Fire, heat and hot substances","3.9","3.86623","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Alcohol use disorders","1.8","1.79020","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Other congenital anomalies","1.6","1.58942","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Appendicitis","0.4","0.37153","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Unintentional injuries","64.0","63.98214","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Childhood-cluster diseases","0.0","0.01117","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Neurological conditions","8.3","8.25771","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Gout","0.3","0.32615","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Other digestive diseases","1.2","1.21404","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","All Causes","2238.4","2238.36792","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Intentional injuries","2.3","2.32471","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Endocrine, blood, immune disorders","6.9","6.88189","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Preterm birth complications","0.0","0.00389","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Mental and behavioral disorders","11.6","11.63185","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Other respiratory diseases","166.8","166.82410","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Anxiety disorders","0.0","0.00581","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Other STDs","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Skin diseases","0.2","0.19788","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Melanoma and other skin cancers","1.3","1.26552","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Respiratory infections","17.5","17.49855","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Epilepsy","0.7","0.73553","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Idiopathic intellectual disability","0.1","0.07056","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Otitis media","0.0","0.01000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Schizophrenia","0.3","0.26522","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Diabetes mellitus","0.1","0.07946","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Tetanus","0.0","0.01725","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Asthma","0.1","0.12048","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Upper respiratory infections","0.1","0.06911","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other musculoskeletal disorders","23.0","22.97306","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Vitamin A deficiency","0.0","0.00703","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Measles","0.0","0.00242","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Maternal conditions","0.0","0.00568","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Measles","0.0","0.02719","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Cardiovascular diseases","1.1","1.07983","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Other chromosomal anomalies","0.0","0.04485","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Epilepsy","0.3","0.34209","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Hypertensive heart disease","14.1","14.13635","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Communicable & other Group I","2.2","2.19077","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Other chromosomal anomalies","0.0","0.03599","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Dengue","0.0","0.03118","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Trypanosomiasis","0.0","0.00131","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Rabies","0.1","0.06414","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Endocrine, blood, immune disorders","0.8","0.80342","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Liver cancer","49.8","49.79801","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Upper respiratory infections","0.2","0.15868","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Gonorrhoea","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Schizophrenia","0.2","0.22195","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Alzheimer's disease and other dementias","0.2","0.17157","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Malignant neoplasms","5.7","5.68929","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Lower respiratory infections","31.9","31.86029","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Trachea, bronchus, lung cancers","65.5","65.46037","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Other unintentional injuries","12.7","12.72695","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Diarrhoeal diseases","5.5","5.49404","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Alcohol use disorders","4.2","4.17255","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Intentional injuries","13.6","13.57043","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Kidney diseases","6.8","6.81897","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Other digestive diseases","17.9","17.94852","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Other circulatory diseases","0.3","0.26704","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Digestive diseases","64.0","64.04678","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Drug use disorders","1.7","1.70687","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Unipolar depressive disorders","1.8","1.81493","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Other chromosomal anomalies","0.1","0.06945","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Drowning","3.8","3.81673","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Parkinson's disease","0.0","0.04445","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Alzheimer's disease and other dementias","17.8","17.78234","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Road injury","9.9","9.88702","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Schistosomiasis","0.0","0.00230","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Noncommunicable diseases","393.7","393.66290","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Syphilis","0.0","0.01380","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Meningitis","1.4","1.40927","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Other congenital anomalies","1.3","1.25083","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Noncommunicable diseases","10.5","10.53080","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Neurological conditions","2.9","2.91482","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Gynecological diseases","0.1","0.08547","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Preterm birth complications","1.6","1.56908","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Tetanus","0.0","0.00142","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Multiple sclerosis","0.6","0.55344","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Oesophagus cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Nutritional deficiencies","1.2","1.16605","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Parasitic and vector diseases","0.2","0.15471","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Other genitourinary diseases","4.4","4.43999","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Other STDs","0.0","0.02601","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Cirrhosis of the liver","54.8","54.79270","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Poisonings","2.0","2.01816","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Digestive diseases","39.8","39.82518","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Diabetes mellitus","0.1","0.07269","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Whooping cough","0.0","0.00648","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Malaria","0.0","0.01552","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Mental and behavioral disorders","14.9","14.92226","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Mouth and oropharynx cancers","0.0","0.01276","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Encephalitis","0.2","0.19775","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Alzheimer's disease and other dementias","0.2","0.21167","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Other neoplasms","0.2","0.22536","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Birth asphyxia and birth trauma","0.9","0.92796","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Bladder cancer","17.6","17.64778","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other chromosomal anomalies","0.0","0.02538","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Anxiety disorders","0.0","0.00077","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Self-harm","30.8","30.80056","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Dengue","0.1","0.07191","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Acute hepatitis C","5.7","5.72330","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Respiratory diseases","1.0","0.99330","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Colon and rectum cancers","135.9","135.90961","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Upper respiratory infections","0.0","0.03151","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Chlamydia","0.0","0.00200","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Mouth and oropharynx cancers","3.4","3.44894","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Pancreas cancer","15.5","15.53104","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Kidney diseases","0.5","0.47963","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Interpersonal violence","13.8","13.84409","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Stroke","147.0","147.04111","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Whooping cough","0.0","0.00142","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Iodine deficiency","0.0","0.02397","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Back and neck pain","0.3","0.34722","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Other musculoskeletal disorders","0.7","0.66567","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Other digestive diseases","6.3","6.33532","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Road injury","5.4","5.35212","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","All Causes","391.4","391.42651","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Bladder cancer","21.2","21.24422","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Trachea, bronchus, lung cancers","66.1","66.06361","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Other STDs","0.0","0.04221","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Leishmaniasis","0.0","0.00441","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Liver cancer","0.1","0.07273","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Injuries","104.4","104.39290","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Preterm birth complications","0.0","0.00080","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Eating disorders","0.1","0.13608","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Childhood-cluster diseases","0.0","0.01431","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Protein-energy malnutrition","0.9","0.93020","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Chagas disease","0.0","0.00423","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Periodontal disease","0.0","0.00112","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Bladder cancer","0.2","0.24470","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Drowning","6.9","6.87426","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Leishmaniasis","0.0","0.01197","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Birth asphyxia and birth trauma","0.0","0.00832","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Interpersonal violence","0.4","0.36143","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Endocrine, blood, immune disorders","1.7","1.67804","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Tuberculosis","4.2","4.21066","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Alcohol use disorders","8.7","8.68991","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Tetanus","0.1","0.05449","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Ascariasis","0.0","0.00703","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Encephalitis","0.1","0.12755","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Cardiomyopathy, myocarditis, endocarditis","9.2","9.19129","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Other malignant neoplasms","28.2","28.18317","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Congenital anomalies","1.7","1.71163","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Poisonings","3.1","3.14534","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Poisonings","2.9","2.90955","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Infectious and parasitic diseases","23.3","23.28991","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Leprosy","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Schistosomiasis","0.0","0.00766","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Peptic ulcer disease","0.0","0.00709","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Respiratory diseases","43.8","43.80924","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Genitourinary diseases","0.5","0.52462","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Falls","2.4","2.40454","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Schistosomiasis","0.0","0.02203","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Other mental and behavioural disorders","0.0","0.02075","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Kidney diseases","1.6","1.55950","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Cardiomyopathy, myocarditis, endocarditis","0.2","0.24243","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Measles","0.0","0.00166","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Respiratory infections","33.4","33.37072","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Urolithiasis","0.0","0.00246","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Ascariasis","0.0","0.00204","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Genitourinary diseases","19.0","18.99767","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Kidney diseases","18.4","18.44410","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Oesophagus cancer","5.4","5.35244","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Diphtheria","0.0","0.00141","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Colon and rectum cancers","4.5","4.47745","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Rheumatoid arthritis","0.0","0.01109","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Childhood-cluster diseases","0.0","0.00840","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Migraine","0.0","0.00143","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Encephalitis","0.1","0.14092","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Tetanus","0.0","0.01146","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Maternal conditions","0.2","0.22226","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Mental and behavioral disorders","0.1","0.12936","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Respiratory diseases","46.6","46.59924","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Syphilis","0.1","0.08780","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Oesophagus cancer","12.4","12.37547","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Other chromosomal anomalies","0.1","0.05253","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Other chromosomal anomalies","0.0","0.02579","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Lower respiratory infections","0.8","0.75017","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Intentional injuries","10.1","10.07878","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Back and neck pain","0.0","0.02199","","",""
