"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Digestive diseases","161.4","161.44830","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","STDs excluding HIV","2.1","2.12220","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Leukaemia","1.7","1.74535","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Oesophagus cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Epilepsy","4.1","4.12273","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Intestinal nematode infections","0.1","0.09363","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Meningitis","56.5","56.48542","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Nutritional deficiencies","27.6","27.58542","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Fire, heat and hot substances","35.1","35.10428","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Hypertensive heart disease","2.6","2.59932","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Measles","6.4","6.43352","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Tetanus","0.5","0.49515","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Colon and rectum cancers","2.7","2.69063","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Tuberculosis","41.8","41.75124","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Protein-energy malnutrition","90.7","90.65672","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Schistosomiasis","1.5","1.49737","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Other neurological conditions","5.3","5.28253","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Skin diseases","4.8","4.81219","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Leprosy","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Fire, heat and hot substances","7.5","7.50719","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Respiratory diseases","37.8","37.79531","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Communicable & other Group I","227.1","227.11760","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Epilepsy","4.4","4.42588","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Intentional injuries","53.0","52.96188","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Melanoma and other skin cancers","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Chagas disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other genitourinary diseases","4.6","4.61079","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Liver cancer","7.1","7.07960","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Other musculoskeletal disorders","13.0","13.00333","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Diarrhoeal diseases","106.3","106.33290","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Melanoma and other skin cancers","9.2","9.17502","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Upper respiratory infections","0.0","0.03544","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Neural tube defects","0.1","0.10832","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Tetanus","0.1","0.09134","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Unintentional injuries","72.7","72.72821","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Chronic obstructive pulmonary disease","25.4","25.42467","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Childhood-cluster diseases","50.5","50.51559","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Respiratory infections","171.1","171.07010","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Other digestive diseases","80.5","80.45810","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Communicable & other Group I","163.3","163.27200","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Trypanosomiasis","3.1","3.12214","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Other mental and behavioural disorders","0.1","0.07115","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Lower respiratory infections","205.9","205.86470","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","All Causes","964.2","964.16388","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Road injury","86.5","86.52763","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Other respiratory diseases","5.7","5.74247","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Mental and behavioral disorders","1.4","1.43831","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","All Causes","8835.9","8835.91113","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Mental and behavioral disorders","1.8","1.77374","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Respiratory diseases","79.6","79.58411","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Gynecological diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Leukaemia","4.9","4.93439","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Diarrhoeal diseases","52.6","52.59470","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Otitis media","0.2","0.16018","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Neural tube defects","0.2","0.16259","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Eating disorders","0.8","0.76803","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Liver cancer","33.0","32.99754","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Self-harm","12.7","12.74228","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Neurological conditions","5.8","5.80636","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Unintentional injuries","46.2","46.22131","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Osteoarthritis","0.0","0.01180","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Tuberculosis","173.3","173.30051","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Road injury","68.2","68.15525","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Respiratory diseases","3.9","3.87865","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Stomach cancer","4.2","4.22698","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Whooping cough","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Genitourinary diseases","13.2","13.22014","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Cardiovascular diseases","5.4","5.43422","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Congenital heart anomalies","1.6","1.63149","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Acute hepatitis B","2.0","1.97141","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Measles","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Congenital anomalies","1.9","1.85332","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Mental and behavioral disorders","2.4","2.44653","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Other nutritional deficiencies","0.2","0.15771","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Road injury","28.4","28.44335","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Other mental and behavioural disorders","0.4","0.37498","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Stroke","55.1","55.14848","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Other malignant neoplasms","2.5","2.48524","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Respiratory infections","145.5","145.48990","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Infectious and parasitic diseases","247.9","247.85339","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Iodine deficiency","0.0","0.02228","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Urolithiasis","1.3","1.26307","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Cardiomyopathy, myocarditis, endocarditis","4.8","4.79837","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Asthma","1.7","1.71967","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Pancreas cancer","0.8","0.80118","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Down's syndrome","0.2","0.19840","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other neoplasms","4.0","4.01013","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Corpus uteri cancer","13.6","13.60119","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Otitis media","0.1","0.11783","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Dengue","0.8","0.84958","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Genitourinary diseases","39.7","39.65076","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Poisonings","9.2","9.21848","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Respiratory infections","16.5","16.45500","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Communicable & other Group I","802.0","802.02069","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Leprosy","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Melanoma and other skin cancers","0.6","0.60063","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Other neoplasms","0.4","0.35296","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Liver cancer","0.4","0.43255","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Eating disorders","0.1","0.11383","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Mental and behavioral disorders","2.2","2.21387","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Bladder cancer","10.3","10.25784","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Trachea, bronchus, lung cancers","4.8","4.78799","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Genitourinary diseases","14.7","14.69194","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Intestinal nematode infections","0.2","0.17003","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Encephalitis","2.8","2.79025","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Other circulatory diseases","0.9","0.87947","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Chlamydia","0.0","0.02394","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Stroke","19.1","19.14784","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Parasitic and vector diseases","13.7","13.66821","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Other genitourinary diseases","4.3","4.33224","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Trypanosomiasis","8.2","8.20522","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Syphilis","0.0","0.03731","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Communicable & other Group I","551.9","551.92542","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Other nutritional deficiencies","0.0","0.02996","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Measles","2.1","2.13366","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Interpersonal violence","9.0","8.99142","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Other STDs","0.1","0.06225","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Otitis media","0.1","0.05345","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Meningitis","21.2","21.22924","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Oesophagus cancer","23.7","23.72464","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Drug use disorders","0.6","0.64053","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Alcohol use disorders","1.6","1.64620","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Cardiovascular diseases","115.3","115.27700","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Cardiomyopathy, myocarditis, endocarditis","0.9","0.92419","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Maternal conditions","27.4","27.40957","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Lymphomas, multiple myeloma","0.9","0.91272","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Appendicitis","1.0","0.96995","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Exposure to forces of nature","0.3","0.25468","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Other unintentional injuries","79.8","79.77549","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Alcohol use disorders","0.0","0.04568","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Other malignant neoplasms","95.8","95.76242","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Pancreas cancer","6.9","6.86149","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Collective violence and legal intervention","6.3","6.34120","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Drug use disorders","0.8","0.79037","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Bladder cancer","0.6","0.57500","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Neurological conditions","42.4","42.38487","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Birth asphyxia and birth trauma","28.9","28.89678","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Prostate cancer","2.8","2.76979","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Ascariasis","0.1","0.08848","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Parkinson's disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Syphilis","1.3","1.28884","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Neurological conditions","6.9","6.90292","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Poisonings","6.4","6.38734","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Other circulatory diseases","220.0","219.99310","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Malaria","67.9","67.89911","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other musculoskeletal disorders","2.4","2.43125","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Stroke","381.0","381.00119","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Encephalitis","1.7","1.71963","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Corpus uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Oesophagus cancer","0.2","0.21839","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Other genitourinary diseases","13.8","13.84595","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Diphtheria","0.0","0.02105","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Cleft lip and cleft palate","0.1","0.09403","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Leishmaniasis","6.7","6.66055","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Cardiomyopathy, myocarditis, endocarditis","1.0","0.97563","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Breast cancer","3.9","3.85058","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Other nutritional deficiencies","0.1","0.10953","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Other infectious diseases","13.9","13.86201","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Other unintentional injuries","30.3","30.26565","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Drug use disorders","1.7","1.68933","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Mental and behavioral disorders","1.0","0.98400","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Respiratory infections","27.9","27.85578","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Oesophagus cancer","32.6","32.60553","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Other chromosomal anomalies","0.1","0.07243","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Other malignant neoplasms","145.5","145.52251","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Tetanus","6.9","6.86874","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Chronic obstructive pulmonary disease","23.6","23.57162","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Stroke","2.1","2.11559","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Self-harm","2.2","2.17275","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Otitis media","0.2","0.16768","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Malignant neoplasms","892.2","892.15613","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Liver cancer","1.0","1.01976","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Drug use disorders","0.6","0.58525","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Stomach cancer","4.1","4.05358","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Leukaemia","12.2","12.23980","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Multiple sclerosis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Mouth and oropharynx cancers","0.4","0.40893","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Genitourinary diseases","5.5","5.46610","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Preterm birth complications","33.0","32.98245","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","HIV/AIDS","182.2","182.15900","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Acute hepatitis C","0.1","0.05670","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Epilepsy","32.8","32.81601","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Parasitic and vector diseases","40.2","40.21943","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Multiple sclerosis","0.5","0.52057","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Other neurological conditions","2.5","2.45640","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Mouth and oropharynx cancers","22.7","22.69735","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
