"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Periodontal disease","0.0","0.00082","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Stomach cancer","11.4","11.38696","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Protein-energy malnutrition","1.7","1.68367","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Injuries","81.3","81.31598","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Upper-middle-income","Whooping cough","0.0","0.02314","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Upper-middle-income","Intentional injuries","21.6","21.59747","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Appendicitis","0.4","0.35516","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Lymphomas, multiple myeloma","0.3","0.29874","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Upper respiratory infections","0.0","0.00915","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Upper-middle-income","Communicable & other Group I","14.0","13.97501","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Communicable & other Group I","50.5","50.50596","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Oral conditions","0.0","0.01343","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Self-harm","22.8","22.78218","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Poisonings","9.3","9.27499","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Upper-middle-income","Respiratory diseases","48.6","48.60947","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Endocrine, blood, immune disorders","4.3","4.25750","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Appendicitis","0.3","0.30688","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","Congenital anomalies","1.9","1.91393","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Upper-middle-income","Cardiovascular diseases","60.5","60.50147","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Other neurological conditions","0.9","0.88032","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Acute hepatitis B","2.1","2.05596","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","All Causes","2551.6","2551.60498","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Other circulatory diseases","4.4","4.44937","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Parasitic and vector diseases","1.8","1.84556","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Upper-middle-income","Childhood-cluster diseases","0.9","0.89888","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Mouth and oropharynx cancers","0.2","0.23142","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Bipolar disorder","0.0","0.00033","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Acute hepatitis C","0.9","0.87670","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Malignant neoplasms","6.9","6.88096","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Colon and rectum cancers","22.8","22.76148","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Breast cancer","0.0","0.00123","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Multiple sclerosis","0.4","0.37158","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Malignant neoplasms","292.8","292.76251","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Whooping cough","0.0","0.01293","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Upper-middle-income","Interpersonal violence","19.0","18.95698","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Upper-middle-income","Trachea, bronchus, lung cancers","51.6","51.61511","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","Cardiomyopathy, myocarditis, endocarditis","24.9","24.90927","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Other malignant neoplasms","16.4","16.43441","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Injuries","101.2","101.23090","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Childhood-cluster diseases","0.0","0.01692","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Upper-middle-income","Other infectious diseases","3.0","3.04839","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Protein-energy malnutrition","2.0","1.96332","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Poisonings","3.0","2.95942","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Communicable & other Group I","76.3","76.32260","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Genitourinary diseases","0.8","0.75890","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Idiopathic intellectual disability","0.0","0.00670","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Collective violence and legal intervention","0.5","0.45657","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Chronic obstructive pulmonary disease","126.8","126.82390","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Road injury","9.6","9.60822","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Asthma","0.2","0.23776","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Leishmaniasis","0.2","0.17027","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Upper-middle-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Ischaemic heart disease","106.9","106.85960","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Upper-middle-income","Bladder cancer","0.2","0.17946","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Intestinal nematode infections","0.0","0.00191","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Drug use disorders","0.9","0.92368","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Dengue","0.1","0.12319","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Infectious and parasitic diseases","32.1","32.06970","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Lower respiratory infections","2.7","2.71552","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Upper-middle-income","Tetanus","0.3","0.25519","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Ascariasis","0.0","0.04669","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","Protein-energy malnutrition","3.8","3.80308","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Other nutritional deficiencies","0.0","0.04065","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","HIV/AIDS","34.0","34.04837","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Neural tube defects","0.0","0.04226","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Prostate cancer","0.0","0.04874","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Communicable & other Group I","57.5","57.48516","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Upper-middle-income","Pancreas cancer","0.1","0.05786","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Upper-middle-income","Other musculoskeletal disorders","0.2","0.17079","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Nutritional deficiencies","3.7","3.72824","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Upper-middle-income","Peptic ulcer disease","21.6","21.58192","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Birth asphyxia and birth trauma","4.2","4.15761","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Encephalitis","0.1","0.14475","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Upper-middle-income","Other neoplasms","20.3","20.34900","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Upper-middle-income","Oral conditions","0.0","0.00620","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","Alzheimer's disease and other dementias","5.2","5.22777","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Malaria","0.1","0.12258","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Otitis media","0.0","0.01940","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Back and neck pain","0.0","0.01828","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Neonatal sepsis and infections","1.5","1.46675","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Epilepsy","1.5","1.51189","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Osteoarthritis","0.0","0.04742","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Upper-middle-income","Mental and behavioral disorders","0.2","0.24734","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Skin diseases","0.7","0.65511","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Ovary cancer","3.0","3.00279","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Rheumatic heart disease","3.4","3.37234","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Drug use disorders","0.5","0.45016","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Upper-middle-income","Dengue","0.0","0.03660","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Prostate cancer","7.4","7.36063","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Otitis media","0.0","0.01754","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Other genitourinary diseases","2.3","2.31739","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Parasitic and vector diseases","0.3","0.30721","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","other sense organ disorders","0.0","0.01571","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Diphtheria","0.0","0.02987","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Upper-middle-income","Gonorrhoea","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Upper-middle-income","Exposure to forces of nature","0.0","0.00032","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Other infectious diseases","2.0","2.00204","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Other mental and behavioural disorders","0.0","0.01699","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Rheumatoid arthritis","5.0","4.95434","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Neurological conditions","8.9","8.87151","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Corpus uteri cancer","1.1","1.09605","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Chronic obstructive pulmonary disease","50.4","50.37597","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Anxiety disorders","0.0","0.00027","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Respiratory infections","14.5","14.50998","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Other congenital anomalies","1.3","1.34376","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Upper-middle-income","Unipolar depressive disorders","0.0","0.00714","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Diabetes mellitus","23.0","23.02375","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Upper-middle-income","Communicable & other Group I","28.4","28.42385","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Diphtheria","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Upper-middle-income","Cardiovascular diseases","289.3","289.31726","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Upper-middle-income","Sense organ diseases","0.0","0.01345","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Other respiratory diseases","0.5","0.45971","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Other digestive diseases","0.5","0.48537","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Other STDs","0.0","0.04244","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Musculoskeletal diseases","1.6","1.62736","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","Meningitis","1.2","1.24895","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Urolithiasis","0.2","0.22343","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Otitis media","0.0","0.01236","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Alzheimer's disease and other dementias","5.1","5.11827","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Back and neck pain","0.0","0.00222","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Leukaemia","4.5","4.47914","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","Exposure to forces of nature","0.1","0.07332","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Migraine","0.0","0.00025","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","Eating disorders","0.0","0.04388","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Upper-middle-income","Acute hepatitis C","0.3","0.30451","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Cirrhosis of the liver","23.0","23.02360","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Hypertensive heart disease","12.0","12.01020","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Acute hepatitis B","1.7","1.71133","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Upper-middle-income","Bipolar disorder","0.0","0.00322","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Upper-middle-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Encephalitis","0.2","0.19563","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Upper-middle-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","Digestive diseases","127.3","127.29310","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Other unintentional injuries","15.6","15.55785","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","Corpus uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Other musculoskeletal disorders","2.2","2.15537","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Oesophagus cancer","18.0","18.00112","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Trypanosomiasis","0.0","0.00301","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Upper-middle-income","Other respiratory diseases","18.0","18.01703","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Unipolar depressive disorders","0.0","0.03564","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Upper-middle-income","Schizophrenia","5.2","5.15010","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","Ischaemic heart disease","112.7","112.67740","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Malaria","0.2","0.22051","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Upper-middle-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Upper-middle-income","Stroke","1599.6","1599.55505","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Infectious and parasitic diseases","45.1","45.10444","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Falls","6.7","6.67035","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","Idiopathic intellectual disability","0.0","0.04888","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","Cardiomyopathy, myocarditis, endocarditis","60.7","60.74045","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Upper-middle-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Upper-middle-income","Stomach cancer","111.1","111.14730","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Epilepsy","1.3","1.31712","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Peptic ulcer disease","1.8","1.82160","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Anxiety disorders","0.0","0.00082","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Upper-middle-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Appendicitis","0.9","0.87911","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Periodontal disease","0.0","0.00519","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","HIV/AIDS","18.7","18.71851","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Respiratory infections","23.1","23.07467","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Collective violence and legal intervention","0.1","0.12404","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Upper-middle-income","STDs excluding HIV","0.2","0.22683","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Tetanus","0.0","0.03163","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Diarrhoeal diseases","0.9","0.94967","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Upper-middle-income","Iron-deficiency anaemia","0.5","0.53418","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Upper-middle-income","Collective violence and legal intervention","1.9","1.86562","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Falls","3.2","3.16260","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Upper-middle-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Upper-middle-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Pancreas cancer","19.7","19.68220","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Measles","0.0","0.00250","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Diabetes mellitus","0.6","0.58546","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","Gynecological diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Upper-middle-income","Leishmaniasis","0.4","0.41723","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Upper-middle-income","Respiratory diseases","220.3","220.31940","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Lower respiratory infections","2.0","1.96796","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Other neoplasms","0.2","0.24324","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Upper-middle-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Upper-middle-income","Congenital anomalies","5.4","5.42839","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Diphtheria","0.0","0.00094","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Corpus uteri cancer","4.6","4.62955","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Congenital heart anomalies","0.6","0.60486","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Congenital heart anomalies","3.1","3.10733","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Upper-middle-income","other sense organ disorders","0.0","0.01071","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Upper-middle-income","All Causes","50.3","50.28140","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Upper-middle-income","Interpersonal violence","3.1","3.06379","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Upper-middle-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Congenital anomalies","1.2","1.19135","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Unintentional injuries","58.0","58.02599","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Upper-middle-income","Skin diseases","0.2","0.17287","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Upper-middle-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Diarrhoeal diseases","3.7","3.67350","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Upper-middle-income","Colon and rectum cancers","0.0","0.00335","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Upper-middle-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Upper-middle-income","Glaucoma","0.0","0.00032","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Upper-middle-income","Other neurological conditions","1.0","0.98234","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Upper-middle-income","HIV/AIDS","12.1","12.14035","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Upper-middle-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Upper-middle-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Upper-middle-income","Chlamydia","0.0","0.03084","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Upper-middle-income","Vitamin A deficiency","0.0","0.00009","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Upper-middle-income","Urolithiasis","6.1","6.13513","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Rheumatoid arthritis","0.0","0.02408","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Upper-middle-income","Hypertensive heart disease","0.1","0.10211","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Upper-middle-income","Oesophagus cancer","9.5","9.54590","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Upper-middle-income","Otitis media","0.0","0.01712","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Upper-middle-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Upper-middle-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Upper-middle-income","Cardiovascular diseases","36.2","36.19664","","",""
