"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Trypanosomiasis","0.1","0.13213","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Exposure to forces of nature","0.1","0.05724","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Other digestive diseases","5.3","5.34843","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Stroke","89.7","89.72945","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Gonorrhoea","0.1","0.06401","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Rabies","0.3","0.25972","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Ascariasis","0.1","0.09218","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Breast cancer","0.0","0.00040","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Cirrhosis of the liver","132.6","132.64951","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Iodine deficiency","0.0","0.02399","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Gonorrhoea","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Mouth and oropharynx cancers","7.5","7.45972","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Malaria","15.7","15.66532","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Alcohol use disorders","4.0","3.96278","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Other STDs","0.1","0.08896","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Upper respiratory infections","0.1","0.07043","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Oral conditions","0.3","0.32431","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Multiple sclerosis","0.1","0.10569","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Stomach cancer","33.6","33.61472","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Whooping cough","0.2","0.22334","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Neurological conditions","14.0","13.99577","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Multiple sclerosis","0.2","0.21663","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Tetanus","0.8","0.77401","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Ascariasis","0.2","0.23366","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","HIV/AIDS","23.5","23.51941","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Other digestive diseases","36.4","36.38184","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Pancreas cancer","14.2","14.16581","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Exposure to forces of nature","0.1","0.12626","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Intestinal nematode infections","0.2","0.15150","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Oesophagus cancer","18.4","18.39616","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Nutritional deficiencies","6.0","5.97342","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Leprosy","0.2","0.19531","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Otitis media","0.2","0.23350","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Breast cancer","73.6","73.59888","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Asthma","43.1","43.06615","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Musculoskeletal diseases","24.1","24.07842","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Ascariasis","0.0","0.02568","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Stroke","1.4","1.35719","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Interpersonal violence","17.3","17.25396","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Cirrhosis of the liver","19.1","19.13925","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Bladder cancer","0.0","0.01105","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","other sense organ disorders","0.1","0.06161","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Drowning","14.2","14.16425","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Oesophagus cancer","4.1","4.06701","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Colon and rectum cancers","0.6","0.55463","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Ischaemic heart disease","1665.6","1665.55798","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Acute hepatitis B","3.3","3.31040","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Other circulatory diseases","130.4","130.36700","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Nutritional deficiencies","9.3","9.28365","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Other congenital anomalies","4.2","4.20943","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Congenital anomalies","0.7","0.68178","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Noncommunicable diseases","33.9","33.91259","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Appendicitis","1.2","1.21264","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Mouth and oropharynx cancers","0.6","0.58049","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Interpersonal violence","1.9","1.87464","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Eating disorders","0.1","0.10281","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Cirrhosis of the liver","31.3","31.28092","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Gonorrhoea","0.2","0.19459","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Other circulatory diseases","4.6","4.55524","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Hypertensive heart disease","11.0","10.95565","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Gynecological diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Fire, heat and hot substances","4.6","4.63784","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Other unintentional injuries","82.0","82.03431","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Oral conditions","0.1","0.05838","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","STDs excluding HIV","0.9","0.85856","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Other respiratory diseases","0.7","0.65077","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Endocrine, blood, immune disorders","6.2","6.19854","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Unintentional injuries","162.6","162.56619","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Diarrhoeal diseases","261.6","261.60321","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Colon and rectum cancers","19.8","19.76742","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","Asthma","0.7","0.68221","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Rabies","1.6","1.57176","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Malignant neoplasms","7.7","7.73211","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Lymphomas, multiple myeloma","2.6","2.60043","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Pancreas cancer","4.4","4.41405","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Iron-deficiency anaemia","1.1","1.14365","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Diabetes mellitus","41.2","41.18760","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Idiopathic intellectual disability","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Measles","18.2","18.23188","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Lower respiratory infections","114.1","114.10410","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Epilepsy","3.1","3.12629","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Acute hepatitis B","9.3","9.30488","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","STDs excluding HIV","0.5","0.53602","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Parkinson's disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Other genitourinary diseases","1.0","0.98128","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Other musculoskeletal disorders","0.5","0.46049","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Lower respiratory infections","9.9","9.92920","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Ischaemic heart disease","59.9","59.85095","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Acute hepatitis C","0.3","0.32634","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Alcohol use disorders","0.7","0.74570","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Other unintentional injuries","17.9","17.86064","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Trypanosomiasis","0.0","0.02290","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Down's syndrome","0.1","0.08012","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","Lymphomas, multiple myeloma","0.3","0.32351","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Pancreas cancer","1.2","1.18278","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","Other nutritional deficiencies","0.0","0.01673","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Digestive diseases","15.0","14.99417","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Other mental and behavioural disorders","0.0","0.01498","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Multiple sclerosis","0.2","0.16594","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Epilepsy","4.5","4.51841","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Alzheimer's disease and other dementias","0.5","0.53670","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Fire, heat and hot substances","5.3","5.29509","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Skin diseases","2.2","2.23345","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Chlamydia","0.1","0.05968","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Encephalitis","1.8","1.84063","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Lower-middle-income","Tetanus","2.6","2.59124","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Lower-middle-income","Drowning","5.1","5.13326","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Multiple sclerosis","0.1","0.08950","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Other nutritional deficiencies","0.0","0.02791","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Schistosomiasis","0.0","0.03379","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","STDs excluding HIV","0.2","0.23108","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Lower respiratory infections","15.1","15.13023","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Eating disorders","0.5","0.47672","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Rheumatoid arthritis","0.7","0.68182","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Neural tube defects","2.2","2.24448","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Genitourinary diseases","323.1","323.12750","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Skin diseases","2.8","2.77170","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Chlamydia","0.0","0.02317","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Self-harm","21.9","21.94294","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Gonorrhoea","0.0","0.02399","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Breast cancer","1.2","1.21071","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Chronic obstructive pulmonary disease","8.4","8.36745","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Intestinal nematode infections","0.1","0.07241","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Lower-middle-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Schistosomiasis","0.1","0.07956","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Injuries","407.9","407.93140","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Communicable & other Group I","329.3","329.31900","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Prostate cancer","3.4","3.44225","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Congenital heart anomalies","1.0","0.96216","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Poisonings","5.4","5.35366","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Leprosy","0.3","0.30524","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Chagas disease","0.0","0.00615","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Congenital anomalies","1.4","1.44108","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Intestinal nematode infections","0.0","0.02106","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Acute hepatitis B","21.4","21.39437","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Lower-middle-income","Ovary cancer","2.9","2.86863","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Interpersonal violence","17.9","17.89144","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Leukaemia","2.9","2.88595","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Lower-middle-income","Hypertensive heart disease","210.1","210.07381","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Lower-middle-income","Other malignant neoplasms","72.2","72.24501","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Lower-middle-income","Genitourinary diseases","32.7","32.68098","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Lower-middle-income","Mouth and oropharynx cancers","6.2","6.24180","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Lymphomas, multiple myeloma","2.2","2.21961","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Lower-middle-income","Eating disorders","0.0","0.01912","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Birth asphyxia and birth trauma","31.2","31.23393","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Appendicitis","0.3","0.30909","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Lower-middle-income","Communicable & other Group I","210.4","210.42320","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Neonatal sepsis and infections","15.9","15.94214","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Lower-middle-income","Intentional injuries","32.5","32.52927","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Lower-middle-income","Nutritional deficiencies","21.2","21.19060","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Other digestive diseases","13.1","13.08647","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Road injury","6.6","6.59818","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Lower-middle-income","Mental and behavioral disorders","6.8","6.79046","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Other unintentional injuries","11.6","11.64911","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Syphilis","0.1","0.13313","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Leishmaniasis","3.7","3.65213","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Lower-middle-income","Protein-energy malnutrition","14.5","14.53140","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Lower-middle-income","Upper respiratory infections","0.0","0.03387","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Lower-middle-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Lower-middle-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Lower-middle-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Lower-middle-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Lower-middle-income","Infectious and parasitic diseases","215.0","215.02440","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Lower-middle-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Lower-middle-income","Childhood-cluster diseases","0.7","0.71735","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","other sense organ disorders","0.6","0.59792","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Pancreas cancer","0.0","0.02817","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Lower-middle-income","Poisonings","5.9","5.92218","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Lower-middle-income","Colon and rectum cancers","3.4","3.36790","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Rabies","1.4","1.35710","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Meningitis","23.7","23.67038","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Lower-middle-income","Road injury","6.6","6.61051","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Lower-middle-income","Parkinson's disease","0.0","0.03209","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Lower-middle-income","Back and neck pain","0.0","0.00004","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Lower-middle-income","Other malignant neoplasms","9.2","9.23602","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Genitourinary diseases","289.3","289.33691","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Lower-middle-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Lower-middle-income","Other chromosomal anomalies","0.1","0.09021","","",""
